class,credits,displayDays,displayTime,location,occurrenceData,professor,professorRating,semester,semestersOffered,title
LAW 7134-03,1,Th/Th/Th/Th/Th/Th/Th,6:00pm/6:00pm/6:00pm/6:00pm/6:00pm/6:00pm/6:00pm - 7:40pm/7:40pm/7:40pm/7:40pm/7:40pm/7:40pm/7:40pm,Kennedy Hall 147/TBA/TBA/TBA/TBA/TBA/TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [{'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}], 'F': [], 'Sa': [], 'Su': []}}",Amy Martinez,,spring2026,['Spring'],Civil Procedure Practice Lab
LAW 7134-04,1,Th/Th/Th/Th/Th/Th/Th,6:00pm/6:00pm/6:00pm/6:00pm/6:00pm/6:00pm/6:00pm - 7:40pm/7:40pm/7:40pm/7:40pm/7:40pm/7:40pm/7:40pm,Kennedy Hall 152/TBA/TBA/TBA/TBA/TBA/TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [{'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}], 'F': [], 'Sa': [], 'Su': []}}",Damion Young,,spring2026,['Spring'],Civil Procedure Practice Lab
LAW 7134-05,1,Tu/Tu/Tu/Tu/Tu/Tu/Tu,6:00pm/6:00pm/6:00pm/6:00pm/6:00pm/6:00pm/6:00pm - 7:40pm/7:40pm/7:40pm/7:40pm/7:40pm/7:40pm/7:40pm,Kennedy Hall 347/TBA/TBA/TBA/TBA/TBA/TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Kimia Hashemian,,spring2026,['Spring'],Civil Procedure Practice Lab
LAW 7134-06,1,W/W/W/W/W/W/W,6:00pm/6:00pm/6:00pm/6:00pm/6:00pm/6:00pm/6:00pm - 7:40pm/7:40pm/7:40pm/7:40pm/7:40pm/7:40pm/7:40pm,Kennedy Hall 347/TBA/TBA/TBA/TBA/TBA/TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [{'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Kimia Hashemian,,spring2026,['Spring'],Civil Procedure Practice Lab
LAW 7134-07,1,W/W/W/W/W/W/W,6:00pm/6:00pm/6:00pm/6:00pm/6:00pm/6:00pm/6:00pm - 7:40pm/7:40pm/7:40pm/7:40pm/7:40pm/7:40pm/7:40pm,Kennedy Hall 147/TBA/TBA/TBA/TBA/TBA/TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [{'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",James Bilek,,spring2026,['Spring'],Civil Procedure Practice Lab
LAW 7134-08,1,W/W/W/W/W/W/W,6:00pm/6:00pm/6:00pm/6:00pm/6:00pm/6:00pm/6:00pm - 7:40pm/7:40pm/7:40pm/7:40pm/7:40pm/7:40pm/7:40pm,Kennedy Hall 152/TBA/TBA/TBA/TBA/TBA/TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [{'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Bailee Pelham,,spring2026,['Spring'],Civil Procedure Practice Lab
LAW 7134-09,1,W/W/W/W/W/W/W,6:00pm/6:00pm/6:00pm/6:00pm/6:00pm/6:00pm/6:00pm - 7:40pm/7:40pm/7:40pm/7:40pm/7:40pm/7:40pm/7:40pm,Kennedy Hall 352/TBA/TBA/TBA/TBA/TBA/TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [{'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Suzanne Voas,,spring2026,['Spring'],Civil Procedure Practice Lab
LAW 7134-10,1,W/W/W/W/W/W/W,6:00pm/6:00pm/6:00pm/6:00pm/6:00pm/6:00pm/6:00pm - 7:40pm/7:40pm/7:40pm/7:40pm/7:40pm/7:40pm/7:40pm,Kennedy Hall 374/TBA/TBA/TBA/TBA/TBA/TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [{'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Melissa Mikail,,spring2026,['Spring'],Civil Procedure Practice Lab
LAW 7134-11,1,W/W/W/W/W/W/W,6:00pm/6:00pm/6:00pm/6:00pm/6:00pm/6:00pm/6:00pm - 7:40pm/7:40pm/7:40pm/7:40pm/7:40pm/7:40pm/7:40pm,Kennedy Hall 378/TBA/TBA/TBA/TBA/TBA/TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [{'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}, {'startTime': 1080, 'endTime': 1180}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",TBA,,spring2026,['Spring'],Civil Procedure Practice Lab
LAW 7134-12,1,TBA,TBA,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': None}",TBA,,spring2026,['Spring'],Civil Procedure Practice Lab
LAW 7135-01,2,TuTh,10:15am - 11:30am,Kennedy Hall 352,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 615, 'endTime': 690}], 'W': [], 'Th': [{'startTime': 615, 'endTime': 690}], 'F': [], 'Sa': [], 'Su': []}}",Jenny Carey,80,spring2026,['Spring'],Legal Analysis Writing & Research II
LAW 7135-03,2,TuTh,1:15pm - 2:30pm,Kennedy Hall 352,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 795, 'endTime': 870}], 'W': [], 'Th': [{'startTime': 795, 'endTime': 870}], 'F': [], 'Sa': [], 'Su': []}}",Jenny Carey,80,spring2026,['Spring'],Legal Analysis Writing & Research II
LAW 7135-02,2,TuTh,8:45am - 10:00am,Kennedy Hall 374,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 525, 'endTime': 600}], 'W': [], 'Th': [{'startTime': 525, 'endTime': 600}], 'F': [], 'Sa': [], 'Su': []}}",Stephanie Lascelles,,spring2026,['Spring'],Legal Analysis Writing & Research II
LAW 7135-04,2,TuTh,10:15am - 11:30am,Kennedy Hall 374,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 615, 'endTime': 690}], 'W': [], 'Th': [{'startTime': 615, 'endTime': 690}], 'F': [], 'Sa': [], 'Su': []}}",Stephanie Lascelles,,spring2026,['Spring'],Legal Analysis Writing & Research II
LAW 7135-05,2,TuTh,1:15pm - 2:30pm,Kennedy Hall 374,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 795, 'endTime': 870}], 'W': [], 'Th': [{'startTime': 795, 'endTime': 870}], 'F': [], 'Sa': [], 'Su': []}}",Abigail Patthoff,,spring2026,['Spring'],Legal Analysis Writing & Research II
LAW 7135-06,2,TuTh,1:15pm - 2:30pm,Kennedy Hall 369,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 795, 'endTime': 870}], 'W': [], 'Th': [{'startTime': 795, 'endTime': 870}], 'F': [], 'Sa': [], 'Su': []}}",Matthew Tymann,,spring2026,['Spring'],Legal Analysis Writing & Research II
LAW 7135-07,2,TuTh,2:45pm - 4:00pm,Kennedy Hall 374,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 885, 'endTime': 960}], 'W': [], 'Th': [{'startTime': 885, 'endTime': 960}], 'F': [], 'Sa': [], 'Su': []}}",Abigail Patthoff,,spring2026,['Spring'],Legal Analysis Writing & Research II
LAW 7135-08,2,TuTh,2:45pm - 4:00pm,Kennedy Hall 352,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 885, 'endTime': 960}], 'W': [], 'Th': [{'startTime': 885, 'endTime': 960}], 'F': [], 'Sa': [], 'Su': []}}",Matthew Tymann,,spring2026,['Spring'],Legal Analysis Writing & Research II
LAW 7139-01,3,M,1:15pm - 4:00pm,Kennedy Hall 378,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 795, 'endTime': 960}], 'Tu': [], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",George Willis,,spring2026,"['Spring', 'Fall']",Professional Responsibility
LAW 7139-02,3,F,8:45am - 11:30am,Kennedy Hall 142,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [], 'F': [{'startTime': 525, 'endTime': 690}], 'Sa': [], 'Su': []}}",Paul Paton,,spring2026,"['Spring', 'Fall']",Professional Responsibility
LAW 7142-01,4,TuTh,1:15pm - 3:05pm,Kennedy Hall 147,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 795, 'endTime': 905}], 'W': [], 'Th': [{'startTime': 795, 'endTime': 905}], 'F': [], 'Sa': [], 'Su': []}}",Scott Howe,74,spring2026,"['Spring', 'Fall']",Evidence
LAW 7145-01,3,MW,10:15am - 11:30am,Kennedy Hall 374,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 615, 'endTime': 690}], 'Tu': [], 'W': [{'startTime': 615, 'endTime': 690}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Susanna Ripken,,spring2026,"['Spring', 'Fall']",Corporations
LAW 7146-01,4,TuTh,1:15pm - 3:05pm,Kennedy Hall 152,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 795, 'endTime': 905}], 'W': [], 'Th': [{'startTime': 795, 'endTime': 905}], 'F': [], 'Sa': [], 'Su': []}}",George Willis,,spring2026,"['Spring', 'Fall']",Business Associations
LAW 7301-01,3,TuTh,8:45am - 10:00am,Kennedy Hall 147,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 525, 'endTime': 600}], 'W': [], 'Th': [{'startTime': 525, 'endTime': 600}], 'F': [], 'Sa': [], 'Su': []}}",Scott Howe,74,spring2026,"['Spring', 'Fall']",Criminal Procedure/Police Practice
LAW 7306-01,3,TuTh,10:15am - 11:30am,Kennedy Hall 369,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 615, 'endTime': 690}], 'W': [], 'Th': [{'startTime': 615, 'endTime': 690}], 'F': [], 'Sa': [], 'Su': []}}",Kurt Eggert,,spring2026,['Spring'],Advanced Seminar Gambling Law
LAW 7332-01,3,Th,2:45pm - 5:30pm,Kennedy Hall 142,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [{'startTime': 885, 'endTime': 1050}], 'F': [], 'Sa': [], 'Su': []}}",Jack Einwechter,,spring2026,['Spring'],International Criminal Law
LAW 7334-01,3,TuTh,2:45pm - 4:00pm,Kennedy Hall 378,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 885, 'endTime': 960}], 'W': [], 'Th': [{'startTime': 885, 'endTime': 960}], 'F': [], 'Sa': [], 'Su': []}}",Riaz Tejani,,spring2026,"['Spring', 'Fall']",Wills and Trusts
LAW 7334-02,3,Tu,3:15pm - 6:00pm,Kennedy Hall 142,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 915, 'endTime': 1080}], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Zebulon Law,,spring2026,"['Spring', 'Fall']",Wills and Trusts
LAW 7352-01,3,W,1:15pm - 4:00pm,Kennedy Hall 352,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [{'startTime': 795, 'endTime': 960}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Judd Funk,,spring2026,['Spring'],Entertainment Business & Legal Affairs
LAW 7358-01,2,Th,5:00pm - 7:00pm,Kennedy Hall 379,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [{'startTime': 1020, 'endTime': 1140}], 'F': [], 'Sa': [], 'Su': []}}",Kaitlin Peterson,,spring2026,['Spring'],Video Game Law
LAW 7362-01,3,M,4:15pm - 7:00pm,Kennedy Hall 142,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 975, 'endTime': 1140}], 'Tu': [], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Janet Humphrey,,spring2026,"['Spring', 'Fall']",Practice Foundations: Civil
LAW 7367-01,4,TuTh,1:15pm - 3:05pm,Kennedy Hall 233,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 795, 'endTime': 905}], 'W': [], 'Th': [{'startTime': 795, 'endTime': 905}], 'F': [], 'Sa': [], 'Su': []}}",Kurt Eggert,,spring2026,"['Spring', 'Fall']",Legal and Equitable Remedies and Practice Lab
LAW 7504-01,3,Tu,5:00pm - 7:45pm,Kennedy Hall 378,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 1020, 'endTime': 1185}], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Sarira Sadeghi,,spring2026,"['Spring', 'Fall']",Legal Analysis Workshop
LAW 7504-02,3,W,8:45am - 11:30am,Kennedy Hall 352,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [{'startTime': 525, 'endTime': 690}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Sarah Filer,,spring2026,"['Spring', 'Fall']",Legal Analysis Workshop
LAW 7504-03,3,Tu,5:30pm - 8:15pm,Kennedy Hall 152,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 1050, 'endTime': 1215}], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Michael Romero,,spring2026,"['Spring', 'Fall']",Legal Analysis Workshop
LAW 7507-01,3,MW,1:15pm - 2:30pm,Kennedy Hall 374,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 795, 'endTime': 870}], 'Tu': [], 'W': [{'startTime': 795, 'endTime': 870}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Susanna Ripken,,spring2026,['Spring'],Agency and Partnership
LAW 7515-01,3,Tu,1:15pm - 4:00pm,Kennedy Hall 355,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 795, 'endTime': 960}], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Jennifer Laratonda,,spring2026,['Spring'],Business Planning
LAW 7520-01,3,TuTh,1:15pm - 2:30pm,Kennedy Hall 378,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 795, 'endTime': 870}], 'W': [], 'Th': [{'startTime': 795, 'endTime': 870}], 'F': [], 'Sa': [], 'Su': []}}",Carolyn Larmore,,spring2026,"['Spring', 'Fall']",Client Interviewing and Counseling
LAW 7520-02,3,M,1:15pm - 4:00pm,Kennedy Hall 352,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 795, 'endTime': 960}], 'Tu': [], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",John Bishop,,spring2026,"['Spring', 'Fall']",Client Interviewing and Counseling
LAW 7521-01,2,Tu,9:45am - 11:30am,Kennedy Hall 378,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 585, 'endTime': 690}], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Daniel Bogart,,spring2026,['Spring'],Commercial Leasing
LAW 7522-01,2,F,1:15pm - 3:00pm,Kennedy Hall 233,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [], 'F': [{'startTime': 795, 'endTime': 900}], 'Sa': [], 'Su': []}}",Paul Paton,,spring2026,['Spring'],Corporate Governance
LAW 7541-01,3,MW,1:15pm - 2:30pm,Kennedy Hall 355,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 795, 'endTime': 870}], 'Tu': [], 'W': [{'startTime': 795, 'endTime': 870}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Denis Binder,50,spring2026,['Spring'],Environmental Law
LAW 7542-01,3,M,8:45am - 11:30am,Kennedy Hall 378,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 525, 'endTime': 690}], 'Tu': [], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Joseph Terrazas,,spring2026,"['Spring', 'Fall']",Family Law
LAW 7555-01,3,TuTh,1:15pm - 2:30pm,Kennedy Hall 379,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 795, 'endTime': 870}], 'W': [], 'Th': [{'startTime': 795, 'endTime': 870}], 'F': [], 'Sa': [], 'Su': []}}",Mary Ryan,46,spring2026,"['Spring', 'Fall']",Intellectual Property
LAW 7558-01,3,MW,10:15am - 11:30am,Kennedy Hall 379,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 615, 'endTime': 690}], 'Tu': [], 'W': [{'startTime': 615, 'endTime': 690}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Deepa Badrinarayana,46,spring2026,"['Spring', 'Fall']",Int'l Law & Organizations
LAW 7569-01,3,TuTh,10:15am - 11:30am,Kennedy Hall 152,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 615, 'endTime': 690}], 'W': [], 'Th': [{'startTime': 615, 'endTime': 690}], 'F': [], 'Sa': [], 'Su': []}}",Nahal Kazemi,,spring2026,['Spring'],National Security Law
LAW 7581-01,3,M,6:00pm - 8:45pm,Kennedy Hall 379,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 1080, 'endTime': 1245}], 'Tu': [], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Jeanne Behling,,spring2026,"['Spring', 'Fall']",Mediation
LAW 7603-01,3,Tu,4:15pm - 7:00pm,Kennedy Hall 369,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 975, 'endTime': 1140}], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Michael Bazyler,58,spring2026,['Fall'],Comparative Law & Religion
LAW 7605-01,3,TuTh,5:45pm - 7:00pm,Kennedy Hall 374,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 1065, 'endTime': 1140}], 'W': [], 'Th': [{'startTime': 1065, 'endTime': 1140}], 'F': [], 'Sa': [], 'Su': []}}",Bobby Dexter,,spring2026,"['Spring', 'Fall']",Secured Transactions
LAW 7608-01,3,TuTh,3:15pm - 4:30pm,Kennedy Hall 147,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 915, 'endTime': 990}], 'W': [], 'Th': [{'startTime': 915, 'endTime': 990}], 'F': [], 'Sa': [], 'Su': []}}",Bobby Dexter,,spring2026,['Spring'],Tax of Business Organizations
LAW 7617-01,3,Th,6:00pm - 9:00pm,KH Trial Courtroom 255,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [{'startTime': 1080, 'endTime': 1260}], 'F': [], 'Sa': [], 'Su': []}}",Andrew Kim,,spring2026,"['Spring', 'Fall']",Trial Practice
LAW 7617-02,3,W,6:00pm - 9:00pm,KH Trial Courtroom 255,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [{'startTime': 1080, 'endTime': 1260}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Eric Isaac,,spring2026,"['Spring', 'Fall']",Trial Practice
LAW 7631-01,3,Tu,4:30pm - 7:15pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 990, 'endTime': 1155}], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Mary Ryan,46,spring2026,"['Spring', 'Fall']",Entertainment Law Clinic
LAW 7636-02,3,Th,8:30am - 12:00pm,Kennedy Hall 379,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [{'startTime': 510, 'endTime': 720}], 'F': [], 'Sa': [], 'Su': []}}",Mario Mainero,64,spring2026,"['Spring', 'Fall']",Selected Top in American Law
LAW 7636-01,3,Tu,1:15pm - 4:00pm,Kennedy Hall 347,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 795, 'endTime': 960}], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",John Bishop,,spring2026,"['Spring', 'Fall']",Selected Top in American Law
LAW 7646-01,3,Tu,4:15pm - 7:00pm,Kennedy Hall 355,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 975, 'endTime': 1140}], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Sean Bigley,,spring2026,"['Spring', 'Fall']",Law Practice Management
LAW 7657-01,3,W,4:15pm - 7:00pm,Kennedy Hall 142,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [{'startTime': 975, 'endTime': 1140}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",James Harman,,spring2026,"['Spring', 'Fall']",Practice Foundation Transaction
LAW 7657-02,3,W,6:00pm - 8:45pm,Kennedy Hall 233,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [{'startTime': 1080, 'endTime': 1245}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Tiffany Cruz,,spring2026,"['Spring', 'Fall']",Practice Foundation Transaction
LAW 7657-03,3,M,1:15pm - 4:00pm,Kennedy Hall 233,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 795, 'endTime': 960}], 'Tu': [], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Rudy Salo,,spring2026,"['Spring', 'Fall']",Practice Foundation Transaction
LAW 7665-01,3,MW,1:15pm - 2:30pm,KH Trial Courtroom 255,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 795, 'endTime': 870}], 'Tu': [], 'W': [{'startTime': 795, 'endTime': 870}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Lawrence Rosenthal,50,spring2026,['Spring'],Practice Foundation Criminal Litigation
LAW 7672-01,3,M,4:15pm - 7:00pm,Kennedy Hall 233,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 975, 'endTime': 1140}], 'Tu': [], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Ernesto Hernandez,36,spring2026,['Spring'],Adv. Topic: Food Law
LAW 7676-01,3,M,4:15pm - 7:00pm,Kennedy Hall 378,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 975, 'endTime': 1140}], 'Tu': [], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Kent Sommer,,spring2026,['Spring'],Advanced Selected Topics in American Law
LAW 7676-02,3,M,1:15pm - 4:00pm,Kennedy Hall 347,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 795, 'endTime': 960}], 'Tu': [], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Stephanie Gorman,,spring2026,['Spring'],Advanced Selected Topics in American Law
LAW 7676-03,3,Tu,8:45am - 11:30am,Kennedy Hall 355,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 525, 'endTime': 690}], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Mackenzie Gray,,spring2026,['Spring'],Advanced Selected Topics in American Law
LAW 7677-01,3,M,4:15pm - 7:00pm,Kennedy Hall 355,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 975, 'endTime': 1140}], 'Tu': [], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Sean Bigley,,spring2026,"['Spring', 'Fall']",Financial Literacy for Lawyers
