class,credits,displayDays,displayTime,location,occurrenceData,professor,professorRating,semester,semestersOffered,title
BIOL 210-L03,0,Tu,1:00pm - 4:50pm,Crean Hall PT Anatomy Lab 120,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 780, 'endTime': 1010}], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Caroline Wilson,73,spring2026,"['Spring', 'Fall']","Human Anatomy, Lecture and Laboratory"
BIOL 210-L04,0,Tu,6:00pm - 9:50pm,Crean Hall PT Anatomy Lab 120,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 1080, 'endTime': 1310}], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Jennifer Wayt,,spring2026,"['Spring', 'Fall']","Human Anatomy, Lecture and Laboratory"
BIOL 210-L05,0,W,6:00pm - 9:50pm,Crean Hall PT Anatomy Lab 120,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [{'startTime': 1080, 'endTime': 1310}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Pamela Mikkelsen,,spring2026,"['Spring', 'Fall']","Human Anatomy, Lecture and Laboratory"
BIOL 210-L07,0,Th,6:00pm - 9:50pm,Crean Hall PT Anatomy Lab 120,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [{'startTime': 1080, 'endTime': 1310}], 'F': [], 'Sa': [], 'Su': []}}",Pamela Mikkelsen,,spring2026,"['Spring', 'Fall']","Human Anatomy, Lecture and Laboratory"
BIOL 210-L08,0,F,1:00pm - 4:50pm,Crean Hall PT Anatomy Lab 120,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [], 'F': [{'startTime': 780, 'endTime': 1010}], 'Sa': [], 'Su': []}}",Amit Gandhi,,spring2026,"['Spring', 'Fall']","Human Anatomy, Lecture and Laboratory"
BIOL 302-01,3,F,1:00pm - 3:50pm,Hashinger SC Computer Lab 50A,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [], 'F': [{'startTime': 780, 'endTime': 950}], 'Sa': [], 'Su': []}}",Gennady Verkhivker,,spring2026,['Spring'],Introduction to Bioinformatics
BIOL 317-01,4,TuTh,10:00am - 11:15am,Demille Hall 103,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 600, 'endTime': 675}], 'W': [], 'Th': [{'startTime': 600, 'endTime': 675}], 'F': [], 'Sa': [], 'Su': []}}",Jean-Louis Bru,62,spring2026,"['Spring', 'Fall']","Microbiology, Lecture and Laboratory"
BIOL 317-L01,0,W,6:00pm - 9:50pm,Keck Center 278 Microbiology,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [{'startTime': 1080, 'endTime': 1310}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Jean-Louis Bru,62,spring2026,"['Spring', 'Fall']","Microbiology, Lecture and Laboratory"
BIOL 317-L02,0,Tu,6:00pm - 9:50pm,Keck Center 278 Microbiology,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 1080, 'endTime': 1310}], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Jean-Louis Bru,62,spring2026,"['Spring', 'Fall']","Microbiology, Lecture and Laboratory"
BIOL 317-L03,0,Tu,1:00pm - 4:50pm,Keck Center 278 Microbiology,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 780, 'endTime': 1010}], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Kristianna Sarkan,,spring2026,"['Spring', 'Fall']","Microbiology, Lecture and Laboratory"
BIOL 330-01,4,MWF,10:00am - 10:50am,Hashinger Science Center 109,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 600, 'endTime': 650}], 'Tu': [], 'W': [{'startTime': 600, 'endTime': 650}], 'Th': [], 'F': [{'startTime': 600, 'endTime': 650}], 'Sa': [], 'Su': []}}",Hagop Atamian,66,spring2026,['Spring'],"General Genetics, Lecture and Laboratory"
BIOL 330-02,4,MWF,11:00am - 11:50am,Hashinger Science Center 109,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 660, 'endTime': 710}], 'Tu': [], 'W': [{'startTime': 660, 'endTime': 710}], 'Th': [], 'F': [{'startTime': 660, 'endTime': 710}], 'Sa': [], 'Su': []}}",Hagop Atamian,66,spring2026,['Spring'],"General Genetics, Lecture and Laboratory"
BIOL 330-L01,0,F,1:00pm - 4:50pm,Keck Center 160 Biology Teachi,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [], 'F': [{'startTime': 780, 'endTime': 1010}], 'Sa': [], 'Su': []}}",Rebecca Glineburg,,spring2026,['Spring'],"General Genetics, Lecture and Laboratory"
BIOL 330-L02,0,Th,1:00pm - 4:50pm,Keck Center 160 Biology Teachi,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [{'startTime': 780, 'endTime': 1010}], 'F': [], 'Sa': [], 'Su': []}}",Hagop Atamian,66,spring2026,['Spring'],"General Genetics, Lecture and Laboratory"
BIOL 330-L03,0,Th,8:30am - 12:20pm,Keck Center 160 Biology Teachi,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [{'startTime': 510, 'endTime': 740}], 'F': [], 'Sa': [], 'Su': []}}",Hagop Atamian,66,spring2026,['Spring'],"General Genetics, Lecture and Laboratory"
BIOL 343-01,4,MW,4:00pm - 5:15pm,Hashinger Science Center 222,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 960, 'endTime': 1035}], 'Tu': [], 'W': [{'startTime': 960, 'endTime': 1035}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Susan Yang,,spring2026,['Spring'],Computational Neuroscience
BIOL 343-L01,0,W,6:00pm - 9:50pm,Hashinger Science Center 222,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [{'startTime': 1080, 'endTime': 1310}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Susan Yang,,spring2026,['Spring'],Computational Neuroscience
BIOL 345-01,3,MW,2:30pm - 3:45pm,Leatherby Libraries Lab B14,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 870, 'endTime': 945}], 'Tu': [], 'W': [{'startTime': 870, 'endTime': 945}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Douglas Fudge,,spring2026,['Spring'],Comparative Biomechanics
BIOL 365-01,3,MWF,10:00am - 10:50am,Hashinger Science Center 150,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 600, 'endTime': 650}], 'Tu': [], 'W': [{'startTime': 600, 'endTime': 650}], 'Th': [], 'F': [{'startTime': 600, 'endTime': 650}], 'Sa': [], 'Su': []}}",Allison Fisher,,spring2026,"['Spring', 'Fall']",Human Physiology Part A
BIOL 366-01,3,TuTh,8:30am - 9:45am,Crean Musculosketal Lab 117,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 510, 'endTime': 585}], 'W': [], 'Th': [{'startTime': 510, 'endTime': 585}], 'F': [], 'Sa': [], 'Su': []}}",Kenneth Sumida,81,spring2026,"['Spring', 'Fall']","Human Physiology Part B, Lecture and Laboratory"
BIOL 366-02,3,TuTh,10:00am - 11:15am,Crean Musculosketal Lab 117,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 600, 'endTime': 675}], 'W': [], 'Th': [{'startTime': 600, 'endTime': 675}], 'F': [], 'Sa': [], 'Su': []}}",Kenneth Sumida,81,spring2026,"['Spring', 'Fall']","Human Physiology Part B, Lecture and Laboratory"
BIOL 366-03,3,TuTh,11:30am - 12:45pm,Crean Musculosketal Lab 117,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 690, 'endTime': 765}], 'W': [], 'Th': [{'startTime': 690, 'endTime': 765}], 'F': [], 'Sa': [], 'Su': []}}",Kenneth Sumida,81,spring2026,"['Spring', 'Fall']","Human Physiology Part B, Lecture and Laboratory"
BIOL 366L-L01,1,M,1:00pm - 4:50pm,Crean Rehabilitation Lab 118,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 780, 'endTime': 1010}], 'Tu': [], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Allison Fisher,,spring2026,"['Spring', 'Fall']",Human Physiology Part B Laboratory
BIOL 366L-L02,1,M,6:00pm - 9:50pm,Crean Rehabilitation Lab 118,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 1080, 'endTime': 1310}], 'Tu': [], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Peter Mitchell,,spring2026,"['Spring', 'Fall']",Human Physiology Part B Laboratory
BIOL 366L-L03,1,W,1:00pm - 4:50pm,Crean Rehabilitation Lab 118,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [{'startTime': 780, 'endTime': 1010}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Manjari Murali,65,spring2026,"['Spring', 'Fall']",Human Physiology Part B Laboratory
BIOL 366L-L04,1,W,6:00pm - 9:50pm,Crean Rehabilitation Lab 118,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [{'startTime': 1080, 'endTime': 1310}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Allison Fisher,,spring2026,"['Spring', 'Fall']",Human Physiology Part B Laboratory
BIOL 366L-L05,1,Th,6:00pm - 9:50pm,Crean Rehabilitation Lab 118,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [{'startTime': 1080, 'endTime': 1310}], 'F': [], 'Sa': [], 'Su': []}}",Jonathan Farris,,spring2026,"['Spring', 'Fall']",Human Physiology Part B Laboratory
BIOL 366L-L06,1,F,1:00pm - 4:50pm,Crean Rehabilitation Lab 118,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [], 'F': [{'startTime': 780, 'endTime': 1010}], 'Sa': [], 'Su': []}}",Allison Fisher,,spring2026,"['Spring', 'Fall']",Human Physiology Part B Laboratory
BIOL 407-01,3,TuTh,10:00am - 11:15am,Argyros Forum 206B,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 600, 'endTime': 675}], 'W': [], 'Th': [{'startTime': 600, 'endTime': 675}], 'F': [], 'Sa': [], 'Su': []}}",Carolyn Sherff,70,spring2026,['Spring'],Neuroanatomy and Neurophysiology
BIOL 417-01,3,TuTh,11:30am - 12:45pm,Hashinger Science Center 111,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 690, 'endTime': 765}], 'W': [], 'Th': [{'startTime': 690, 'endTime': 765}], 'F': [], 'Sa': [], 'Su': []}}",Jean-Louis Bru,62,spring2026,['Spring'],Medical Microbiology
BIOL 440-01,4,MWF,9:00am - 9:50am,Hashinger Science Center 109,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 540, 'endTime': 590}], 'Tu': [], 'W': [{'startTime': 540, 'endTime': 590}], 'Th': [], 'F': [{'startTime': 540, 'endTime': 590}], 'Sa': [], 'Su': []}}",Kristianna Sarkan,,spring2026,['Spring'],"Marine Biology, Lecture and Laboratory"
BIOL 440-L01,0,Tu,1:00pm - 4:50pm,Keck Center 371 Ecology Teachi,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 780, 'endTime': 1010}], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Lindsay Waldrop,32,spring2026,['Spring'],"Marine Biology, Lecture and Laboratory"
BIOL 440-L02,0,Th,1:00pm - 4:50pm,Keck Center 371 Ecology Teachi,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [{'startTime': 780, 'endTime': 1010}], 'F': [], 'Sa': [], 'Su': []}}",Lindsay Waldrop,32,spring2026,['Spring'],"Marine Biology, Lecture and Laboratory"
BIOL 498-01,3,TuTh,8:30am - 9:45am,Leatherby Libraries Lab B14,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 510, 'endTime': 585}], 'W': [], 'Th': [{'startTime': 510, 'endTime': 585}], 'F': [], 'Sa': [], 'Su': []}}",Jeremy Hsu,76,spring2026,"['Spring', 'Fall']",Capstone Course for Biological Sciences Majors
BIOL 498-02,3,MW,1:00pm - 2:15pm,Leatherby Libraries Lab B14,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 780, 'endTime': 855}], 'Tu': [], 'W': [{'startTime': 780, 'endTime': 855}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Jean-Louis Bru,62,spring2026,"['Spring', 'Fall']",Capstone Course for Biological Sciences Majors
BRJL 103-01,3,W,1:00pm - 3:50pm,Knott Studios Auditorium 111,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [{'startTime': 780, 'endTime': 950}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Kate Trumbull-Lavalle,,spring2026,"['Spring', 'Fall']",Broadcast News I
BRJL 204-01,3,MW,1:00pm - 2:15pm,Knott Studios 208,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 780, 'endTime': 855}], 'Tu': [], 'W': [{'startTime': 780, 'endTime': 855}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Suzanne Lysak,,spring2026,"['Spring', 'Fall']",Broadcast and Online Newswriting
BRJL 232-01,3,M,1:00pm - 3:50pm,CSW The Cine Stage 104,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 780, 'endTime': 950}], 'Tu': [], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Thomas Tanquary,,spring2026,"['Spring', 'Fall']",Electronic Cinematography for Broadcast Journalism and Documentary
BRJL 305-01,3,Tu,4:00pm - 6:50pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 960, 'endTime': 1130}], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Kate Trumbull-Lavalle,,spring2026,"['Spring', 'Fall']",Social Media Mobile Journalism
BRJL 307-01,3,Tu,7:00pm - 9:50pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 1140, 'endTime': 1310}], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Peter Weitzner,83,spring2026,['Spring'],Mass Media Law and Ethics
BRJL 310-01,3,W,1:00pm - 3:50pm,Knott Studios Computer Lb 206,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [{'startTime': 780, 'endTime': 950}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Michelle Pulfrey,,spring2026,"['Spring', 'Fall']",Television and Online News Reporting
BRJL 431-01,3,M,10:00am - 12:50pm,DMAC Screening Theatr 123,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 600, 'endTime': 770}], 'Tu': [], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Yolanda Parks,,spring2026,['Spring'],Producing the Television News Magazine
BRJL 432-01,4,Tu,10:00am - 1:50pm,Knott TV Control & Stage 116,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 600, 'endTime': 830}], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Suzanne Lysak,,spring2026,"['Spring', 'Fall']",Producing the Newscast I Lecture and Laboratory
BRJL 432-L01,0,Th,4:00pm - 6:50pm,Knott Studios 121,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [{'startTime': 960, 'endTime': 1130}], 'F': [], 'Sa': [], 'Su': []}}",Suzanne Lysak,,spring2026,"['Spring', 'Fall']",Producing the Newscast I Lecture and Laboratory
BUS 100-02,3,TuTh,5:30pm - 6:45pm,Beckman Hall 107,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 1050, 'endTime': 1125}], 'W': [], 'Th': [{'startTime': 1050, 'endTime': 1125}], 'F': [], 'Sa': [], 'Su': []}}",David Harrison,,spring2026,"['Spring', 'Fall']",Introduction to Business
BUS 100-03,3,TuTh,2:30pm - 3:45pm,Beckman Hall 102,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 870, 'endTime': 945}], 'W': [], 'Th': [{'startTime': 870, 'endTime': 945}], 'F': [], 'Sa': [], 'Su': []}}",David Harrison,,spring2026,"['Spring', 'Fall']",Introduction to Business
BUS 110-01,3,TuTh,11:30am - 12:45pm,Beckman Hall 103,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 690, 'endTime': 765}], 'W': [], 'Th': [{'startTime': 690, 'endTime': 765}], 'F': [], 'Sa': [], 'Su': []}}",James Gibson,,spring2026,"['Spring', 'Fall']",Accounting and Finance for Non-Majors
BUS 110-02,3,Th,7:00pm - 9:50pm,Beckman Hall 102,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [{'startTime': 1140, 'endTime': 1310}], 'F': [], 'Sa': [], 'Su': []}}",James Gibson,,spring2026,"['Spring', 'Fall']",Accounting and Finance for Non-Majors
BUS 215-01,3,Tu,4:00pm - 6:50pm,549 West Palm Room 123,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 960, 'endTime': 1130}], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Eric Jaegers,68,spring2026,"['Spring', 'Fall']",Legal Environment of Business
BUS 215-02,3,MW,1:00pm - 2:15pm,Beckman Hall 103,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 780, 'endTime': 855}], 'Tu': [], 'W': [{'startTime': 780, 'endTime': 855}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",David Berkovitz,93,spring2026,"['Spring', 'Fall']",Legal Environment of Business
BUS 215-03,3,MW,2:30pm - 3:45pm,Beckman Hall 103,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 870, 'endTime': 945}], 'Tu': [], 'W': [{'startTime': 870, 'endTime': 945}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",David Berkovitz,93,spring2026,"['Spring', 'Fall']",Legal Environment of Business
BUS 215-04,3,TuTh,10:00am - 11:15am,Beckman Hall 102,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 600, 'endTime': 675}], 'W': [], 'Th': [{'startTime': 600, 'endTime': 675}], 'F': [], 'Sa': [], 'Su': []}}",Yvette Jolly,98,spring2026,"['Spring', 'Fall']",Legal Environment of Business
BUS 215-05,3,TuTh,11:30am - 12:45pm,Beckman Hall 102,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 690, 'endTime': 765}], 'W': [], 'Th': [{'startTime': 690, 'endTime': 765}], 'F': [], 'Sa': [], 'Su': []}}",Yvette Jolly,98,spring2026,"['Spring', 'Fall']",Legal Environment of Business
BUS 215-06,3,TuTh,2:30pm - 3:45pm,Beckman Hall 105,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 870, 'endTime': 945}], 'W': [], 'Th': [{'startTime': 870, 'endTime': 945}], 'F': [], 'Sa': [], 'Su': []}}",Yvette Jolly,98,spring2026,"['Spring', 'Fall']",Legal Environment of Business
BUS 215-07,3,TuTh,8:30am - 9:45am,Beckman Hall 102,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 510, 'endTime': 585}], 'W': [], 'Th': [{'startTime': 510, 'endTime': 585}], 'F': [], 'Sa': [], 'Su': []}}",Yvette Jolly,98,spring2026,"['Spring', 'Fall']",Legal Environment of Business
BUS 216-01,1,M,8:00am - 8:50am,Beckman Hall 103,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 480, 'endTime': 530}], 'Tu': [], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Brenda Mccabe,,spring2026,"['Spring', 'Fall']",Business Ethics
BUS 216-02,1,M,9:00am - 9:50am,Beckman Hall 103,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 540, 'endTime': 590}], 'Tu': [], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Brenda Mccabe,,spring2026,"['Spring', 'Fall']",Business Ethics
BUS 216-03,1,M,10:00am - 10:50am,Beckman Hall 103,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 600, 'endTime': 650}], 'Tu': [], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Brenda Mccabe,,spring2026,"['Spring', 'Fall']",Business Ethics
BUS 475-01,3,TuTh,11:30am - 12:45pm,Beckman Hall 107,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 690, 'endTime': 765}], 'W': [], 'Th': [{'startTime': 690, 'endTime': 765}], 'F': [], 'Sa': [], 'Su': []}}",Mario Leone,66,spring2026,"['Spring', 'Fall']",Business Policy: An International Perspective
BUS 475-02,3,TuTh,1:00pm - 2:15pm,Beckman Hall 101,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 780, 'endTime': 855}], 'W': [], 'Th': [{'startTime': 780, 'endTime': 855}], 'F': [], 'Sa': [], 'Su': []}}",Mario Leone,66,spring2026,"['Spring', 'Fall']",Business Policy: An International Perspective
BUS 475-03,3,Tu,7:00pm - 9:50pm,Beckman Hall 106,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 1140, 'endTime': 1310}], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Mario Leone,66,spring2026,"['Spring', 'Fall']",Business Policy: An International Perspective
BUS 475-04,3,W,7:00pm - 9:50pm,Beckman Hall 210,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [{'startTime': 1140, 'endTime': 1310}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Mario Leone,66,spring2026,"['Spring', 'Fall']",Business Policy: An International Perspective
BUS 475-05,3,TuTh,10:00am - 11:15am,Beckman Hall 105,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 600, 'endTime': 675}], 'W': [], 'Th': [{'startTime': 600, 'endTime': 675}], 'F': [], 'Sa': [], 'Su': []}}",Candace Ybarra,72,spring2026,"['Spring', 'Fall']",Business Policy: An International Perspective
BUS 475-06,3,TuTh,11:30am - 12:45pm,Beckman Hall 105,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 690, 'endTime': 765}], 'W': [], 'Th': [{'startTime': 690, 'endTime': 765}], 'F': [], 'Sa': [], 'Su': []}}",Candace Ybarra,72,spring2026,"['Spring', 'Fall']",Business Policy: An International Perspective
BUS 475-07,3,W,7:00pm - 9:50pm,Beckman Hall 105,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [{'startTime': 1140, 'endTime': 1310}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Kevin Meredith,,spring2026,"['Spring', 'Fall']",Business Policy: An International Perspective
BUS 475-08,3,Th,7:00pm - 9:50pm,Beckman Hall 101,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [{'startTime': 1140, 'endTime': 1310}], 'F': [], 'Sa': [], 'Su': []}}",Kevin Meredith,,spring2026,"['Spring', 'Fall']",Business Policy: An International Perspective
BUS 475-09,3,M,7:00pm - 9:50pm,Beckman Hall 209,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 1140, 'endTime': 1310}], 'Tu': [], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",TBA,,spring2026,"['Spring', 'Fall']",Business Policy: An International Perspective
BUS 475-10,3,Tu,7:00pm - 9:50pm,Beckman Hall 212,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 1140, 'endTime': 1310}], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",TBA,,spring2026,"['Spring', 'Fall']",Business Policy: An International Perspective
BUS 601-01,3,W,7:00pm - 9:50pm,Beckman Hall 106,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [{'startTime': 1140, 'endTime': 1310}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Robert Koepp,,spring2026,"['Spring', 'Fall']",Economic Analysis for Business
BUS 602-01,3,Tu,7:00pm - 9:50pm,Beckman Hall 213,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 1140, 'endTime': 1310}], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Rick Rayson,53,spring2026,"['Spring', 'Fall']",Accounting and Financial Analysis
BUS 603-01,3,M,7:00pm - 9:50pm,Beckman Hall 213,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 1140, 'endTime': 1310}], 'Tu': [], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",TBA,,spring2026,"['Spring', 'Fall']",Statistics for Business Decisions
BUS 604-02,3,Tu,7:00pm - 9:50pm,Beckman Hall 107,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 1140, 'endTime': 1310}], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Christopher Lloyd,60,spring2026,"['Spring', 'Fall']",Organization and Management Organization
BUS 605-01,3,Th,7:00pm - 9:50pm,Beckman Hall 204,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [{'startTime': 1140, 'endTime': 1310}], 'F': [], 'Sa': [], 'Su': []}}",Michael Sprague,,spring2026,"['Spring', 'Fall']",Marketing Management
